customer_id,interaction_type,summary_text,updated_at,next_action,urgency
C_315505,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1509.,2021-06-06,بازدید فنی,مهم
C_315505,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1510. اطلاعات تکمیلی در نسخه دوم ثبت شد.,2021-08-07,جلسه قیمت,مهم
C_315505,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1512.,2021-05-23,پیگیری تلفنی,عادی
C_316786,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1510.,2020-12-12,جلسه قیمت,مهم
C_316786,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1511.,2021-09-07,بازدید فنی,عادی
C_316786,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1513.,2021-08-06,بدون اقدام,مهم
C_316786,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1515.,2021-09-18,بازدید فنی,عادی
C_316786,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1517.,2021-08-20,بدون اقدام,عادی
C_316786,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1521.,2021-06-08,بازدید فنی,مهم
C_317124,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1515.,2022-05-21,بازدید فنی,عادی
C_317124,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1517.,2021-11-30,بدون اقدام,عادی
C_317124,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1521.,2021-11-03,بازدید فنی,مهم
C_317124,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1523.,2021-10-20,بازدید فنی,عادی
C_317124,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1526.,2021-12-25,جلسه قیمت,مهم
C_317124,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1530.,2021-08-21,بازدید فنی,عادی
C_317124,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1534.,2021-04-25,بازدید فنی,عادی
C_317124,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1537.,2021-08-18,جلسه قیمت,عادی
C_317124,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1537. اطلاعات تکمیلی ثبت شد.,2021-08-24,جلسه قیمت,عادی
C_317124,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 1541.,2021-03-14,بازدید فنی,فوری
C_317124,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1543.,2021-09-23,پیگیری تلفنی,مهم
C_317124,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1544.,2022-04-20,بدون اقدام,عادی
C_317124,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1547.,2021-07-31,ارسال نمونه,عادی
C_317124,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1553.,2021-02-17,بدون اقدام,مهم
C_317124,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 1556.,2021-08-22,بازدید فنی,فوری
C_317124,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1560.,2022-05-21,جلسه قیمت,عادی
C_317124,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1560. اطلاعات تکمیلی ثبت شد.,2022-05-29,جلسه قیمت,عادی
C_317216,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1538.,2020-11-07,پیگیری تلفنی,عادی
C_317216,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1542.,2020-12-04,پیگیری تلفنی,عادی
C_317216,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1543. اطلاعات تکمیلی در نسخه دوم ثبت شد.,2020-09-01,پیگیری تلفنی,مهم
C_317216,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1546.,2021-06-23,ارسال نمونه,عادی
C_317216,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1552.,2020-10-17,جلسه قیمت,مهم
C_317216,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 1555.,2021-07-20,ارسال نمونه,مهم
C_322219,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1546.,2021-05-01,ارسال نمونه,عادی
C_322219,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1552.,2021-03-30,جلسه قیمت,مهم
C_322219,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 1555.,2020-05-22,ارسال نمونه,مهم
C_322219,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1557.,2020-07-04,بدون اقدام,عادی
C_322219,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1560. اطلاعات تکمیلی در نسخه دوم ثبت شد.,2020-04-12,جلسه قیمت,عادی
C_322219,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1563.,2020-12-02,پیگیری تلفنی,عادی
C_322219,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1567.,2021-04-25,بازدید فنی,مهم
C_322315,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1560.,2020-04-09,جلسه قیمت,عادی
C_322315,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1562.,2020-08-15,ارسال نمونه,عادی
C_322315,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1564.,2020-09-16,ارسال نمونه,عادی
C_322315,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1568.,2020-04-02,بدون اقدام,عادی
C_322315,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1570.,2020-05-06,بدون اقدام,عادی
C_322699,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1567.,2020-09-09,بازدید فنی,مهم
C_322699,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1567. اطلاعات تکمیلی ثبت شد.,2020-09-13,بازدید فنی,مهم
C_322699,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1569.,2020-10-11,جلسه قیمت,عادی
C_322699,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1571.,2020-10-18,پیگیری تلفنی,عادی
C_322699,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1572.,2020-09-19,بدون اقدام,مهم
C_322699,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1577.,2020-08-18,پیگیری تلفنی,عادی
C_323248,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1571. اطلاعات تکمیلی در نسخه دوم ثبت شد.,2020-08-19,پیگیری تلفنی,عادی
C_323248,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1571. اطلاعات تکمیلی در نسخه دوم ثبت شد. اطلاعات تکمیلی ثبت شد.,2020-08-27,پیگیری تلفنی,عادی
C_323248,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1575.,2020-07-21,پیگیری تلفنی,عادی
C_323248,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1578.,2020-09-02,جلسه قیمت,عادی
C_323248,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1581.,2020-08-01,پیگیری تلفنی,عادی
C_323248,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1583.,2020-07-03,پیگیری تلفنی,عادی
C_324442,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1580.,2022-05-07,جلسه قیمت,عادی
C_324442,خدمات فنی,کارشناس فنی راهنمایی اولیه برای مصرف محصول ارائه کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1582.,2022-04-05,ارسال نمونه,عادی
C_324442,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1584.,2022-05-17,جلسه قیمت,مهم
C_324442,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1584. اطلاعات تکمیلی ثبت شد.,2022-05-24,جلسه قیمت,مهم
C_324442,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1586.,2022-04-04,پیگیری تلفنی,مهم
C_324442,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1589.,2022-05-31,جلسه قیمت,عادی
C_328236,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1585.,2020-11-02,ارسال نمونه,عادی
C_328236,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1588.,2022-01-20,بدون اقدام,مهم
C_328236,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: بدون اقدام؛ فوریت: فوری؛ کد پیگیری 1590.,2020-11-13,بدون اقدام,فوری
C_328236,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 1593.,2022-01-31,ارسال نمونه,مهم
C_328236,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1595.,2020-11-27,ارسال نمونه,عادی
C_328236,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1595. اطلاعات تکمیلی ثبت شد.,2020-12-06,ارسال نمونه,عادی
C_328236,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1597.,2021-10-18,بازدید فنی,مهم
C_328236,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1599.,2020-11-10,بدون اقدام,عادی
C_328349,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1594.,2020-07-10,پیگیری تلفنی,عادی
C_328349,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1596.,2020-06-08,جلسه قیمت,عادی
C_328349,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: فوری؛ کد پیگیری 1598.,2020-06-26,پیگیری تلفنی,فوری
C_328349,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1600.,2020-05-28,جلسه قیمت,عادی
C_328349,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1602.,2020-06-15,بدون اقدام,عادی
C_328434,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1599.,2020-05-28,بدون اقدام,عادی
C_328434,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1601.,2020-06-15,بازدید فنی,عادی
C_328434,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: فوری؛ کد پیگیری 1604.,2020-05-14,پیگیری تلفنی,فوری
C_328434,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: فوری؛ کد پیگیری 1604. اطلاعات تکمیلی ثبت شد.,2020-05-17,پیگیری تلفنی,فوری
C_328434,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1606.,2020-07-02,بازدید فنی,عادی
C_328434,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1610.,2020-05-31,بدون اقدام,عادی
C_328511,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1605.,2021-12-15,پیگیری تلفنی,عادی
C_328511,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1609.,2021-10-30,جلسه قیمت,عادی
C_328511,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1611.,2021-12-01,جلسه قیمت,عادی
C_328511,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1615.,2022-01-02,پیگیری تلفنی,مهم
C_328511,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1617.,2021-11-17,بازدید فنی,عادی
C_328511,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1617. اطلاعات تکمیلی ثبت شد.,2021-11-25,بازدید فنی,عادی
C_328979,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 1612.,2020-04-12,ارسال نمونه,عادی
C_328979,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1616.,2020-06-13,بازدید فنی,مهم
C_328979,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1618.,2020-07-12,جلسه قیمت,مهم
C_328979,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1620.,2020-06-20,بازدید فنی,عادی
C_328979,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1624.,2021-09-01,بدون اقدام,عادی
C_328979,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1627.,2021-09-08,بازدید فنی,عادی
C_329432,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1620.,2021-11-02,بازدید فنی,عادی
C_329432,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1624.,2021-02-12,بدون اقدام,عادی
C_329432,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1627.,2021-05-29,بازدید فنی,عادی
C_329432,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1629.,2020-08-08,بازدید فنی,مهم
C_329432,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1633.,2021-06-15,پیگیری تلفنی,عادی
C_329432,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1636.,2021-09-18,بازدید فنی,عادی
C_329432,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1645.,2021-11-30,پیگیری تلفنی,مهم
C_329432,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1649.,2020-09-29,جلسه قیمت,مهم
C_329432,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1655.,2020-12-11,بازدید فنی,مهم
C_330550,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1634.,2020-03-08,بازدید فنی,عادی
C_330550,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 1641.,2020-04-29,ارسال نمونه,مهم
C_330550,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1648.,2020-03-22,بدون اقدام,عادی
C_330550,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1651.,2020-05-13,بدون اقدام,عادی
C_330550,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1656.,2020-04-08,پیگیری تلفنی,عادی
C_334349,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 1649.,2020-01-18,جلسه قیمت,مهم
C_334349,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 1655.,2020-03-01,بازدید فنی,مهم
C_334349,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1657.,2020-02-01,پیگیری تلفنی,عادی
C_334349,وصول مطالبات,زمان‌بندی پرداخت فاکتورهای باز با مشتری هماهنگ شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1659.,2020-02-22,پیگیری تلفنی,عادی
C_334349,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1664.,2020-01-21,پیگیری تلفنی,عادی
C_334349,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1664. اطلاعات تکمیلی ثبت شد.,2020-01-27,پیگیری تلفنی,عادی
C_334474,پیگیری سفارش,زمان‌بندی ارسال و ظرفیت تحویل مرور شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 1658.,2022-05-19,بازدید فنی,عادی
C_334474,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 1663.,2022-02-16,جلسه قیمت,عادی
C_334474,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1666.,2022-01-16,پیگیری تلفنی,عادی
C_334474,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1666. اطلاعات تکمیلی ثبت شد.,2022-01-20,پیگیری تلفنی,عادی
C_334474,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1668.,2021-12-06,بدون اقدام,عادی
C_334474,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1670.,2021-12-26,پیگیری تلفنی,عادی
C_334474,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1672.,2022-03-31,پیگیری تلفنی,مهم
C_335322,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 1668.,2022-02-27,بدون اقدام,عادی
C_335322,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 1670.,2022-03-31,پیگیری تلفنی,عادی
C_335322,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 1672.,2022-03-16,پیگیری تلفنی,مهم
C_335322,وصول مطالبات,مشتری برنامه تسویه مرحله‌ای را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 1674.,2022-04-17,بدون اقدام,مهم
