Request_ID,Customer_ID,Product_ID,Created_At,Available_At,Request_Type,Requirement_Text,Decision_At,Status,Outcome_Text,Owner_Unit,Source_System
PDR-000199,C_155990,P_864389,2021-07-23,2021-07-25,بسته,درخواست «بسته,2021-09-02,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000200,C_903161,P_RARE_Product_Family_01,2021-07-13,2021-07-13,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 365 کیلوگرم.,2021-09-17,نمونه تأیید,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000201,C_317124,P_RARE_Product_Family_03,2021-10-01,2021-10-03,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 490 کیلوگرم.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000202,C_877858,P_RARE_Product_Family_04,2020-08-13,2020-08-15,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 167 کیلوگرم.,2020-08-28,نمونه تأیید,بررسی فنی ادامه دارد.,برنامه,PLM_REQUESTS
PDR-000203,C_746892,P_691393,2022-06-26,2022-06-27,بسته,درخواست «بسته,2022-09-19,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000204,C_274912,P_319957,2020-08-22,2020-08-23,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 477 کیلوگرم.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000205,C_980765,P_844122,2020-12-08,2020-12-08,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 191 کیلوگرم.,2021-01-12,درحال توسعه,نمونه آزمایشی آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000206,C_746892,P_RARE_Product_Family_03,2020-06-08,2020-06-08,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 91 کیلوگرم.,2020-09-10,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000207,C_050237,P_RARE_Product_Family_04,2020-10-22,2020-10-24,بسته,درخواست «بسته,2021-01-04,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000208,C_683666,P_RARE_Product_Family_03,2021-12-20,2021-12-21,بسته,درخواست «بسته,2022-03-18,درحال توسعه,نمونه آزمایشی آماده شد.,برنامه,PLM_REQUESTS
PDR-000209,C_593639,P_RARE_Product_Family_05,2021-10-07,2021-10-07,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 83 کیلوگرم.,2021-12-14,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000210,C_528949,P_703184,2021-09-18,2021-09-20,تغییر دنیر,درخواست «تغییر دنیر» برای آزمون خط مشتری؛ حجم نمونه 149 کیلوگرم.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000211,C_265163,P_117251,2021-09-16,2021-09-16,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 418 کیلوگرم.,2021-10-02,فنی رد,نمونه آزمایشی آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000212,C_535756,P_639522,2022-02-17,2022-02-17,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 241 کیلوگرم.,2022-04-05,درحال توسعه,نمونه آزمایشی آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000213,C_746892,P_572494,2022-05-24,2022-05-25,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 351 کیلوگرم.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000214,C_182241,P_RARE_Product_Family_03,2020-05-05,2020-05-06,تغییر دنیر,درخواست «تغییر دنیر» برای آزمون خط مشتری؛ حجم نمونه 253 کیلوگرم.,2020-08-10,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000215,C_825107,P_118397,2022-01-09,2022-01-11,تغییر دنیر,درخواست «تغییر دنیر» برای آزمون خط مشتری؛ حجم نمونه 493 کیلوگرم.,2022-02-05,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000216,C_698497,P_836866,2020-10-11,2020-10-13,تغییر دنیر,درخواست «تغییر دنیر» برای آزمون خط مشتری؛ حجم نمونه 217 کیلوگرم.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000217,C_387172,P_366749,2021-01-08,2021-01-08,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 70 کیلوگرم.,2021-03-26,نمونه تأیید,بررسی فنی ادامه دارد.,کنترل کیفیت,PLM_REQUESTS
PDR-000218,C_683666,P_RARE_Product_Family_03,2020-04-26,2020-04-27,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 169 کیلوگرم.,2020-06-29,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000219,C_245948,P_RARE_Product_Family_04,2021-08-06,2021-08-08,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 184 کیلوگرم.,2021-10-28,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000220,C_773326,P_RARE_Product_Family_03,2020-10-06,2020-10-07,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 196 کیلوگرم.,2020-11-03,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,برنامه,PLM_REQUESTS
PDR-000221,C_152040,P_353833,2021-03-04,2021-03-04,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 143 کیلوگرم.,2021-06-10,درحال توسعه,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000222,C_357434,P_787809,2020-06-14,2020-06-16,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 313 کیلوگرم.,2020-08-31,نمونه تأیید,نمونه آزمایشی آماده شد.,برنامه,PLM_REQUESTS
PDR-000223,C_227683,P_RARE_Product_Family_04,2021-07-20,2021-07-21,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 200 کیلوگرم.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000224,C_431655,P_525309,2022-03-11,2022-03-11,بسته,درخواست «بسته,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000225,C_155990,P_RARE_Product_Family_03,2021-01-10,2021-01-12,تغییر دنیر,درخواست «تغییر دنیر» برای آزمون خط مشتری؛ حجم نمونه 193 کیلوگرم.,2021-01-29,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000226,C_126481,P_386679,2020-08-12,2020-08-13,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 438 کیلوگرم.,2020-11-09,نمونه تأیید,بررسی فنی ادامه دارد.,برنامه,PLM_REQUESTS
PDR-000227,C_739947,P_RARE_Product_Family_05,2020-08-28,2020-08-28,بسته,درخواست «بسته,2020-11-06,فنی رد,نمونه آزمایشی آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000228,C_361181,P_097341,2021-02-08,2021-02-10,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 463 کیلوگرم.,2021-03-30,نمونه تأیید,بررسی فنی ادامه دارد.,برنامه,PLM_REQUESTS
PDR-000229,C_746892,P_RARE_Product_Family_03,2020-08-05,2020-08-06,تغییر دنیر,درخواست «تغییر دنیر» برای آزمون خط مشتری؛ حجم نمونه 327 کیلوگرم.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000230,C_862106,P_343377,2021-02-19,2021-02-20,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 207 کیلوگرم.,2021-04-06,فنی رد,نمونه آزمایشی آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000231,C_514318,P_529239,2022-03-22,2022-03-24,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 66 کیلوگرم.,2022-05-26,نمونه تأیید,نمونه آزمایشی آماده شد.,برنامه,PLM_REQUESTS
PDR-000232,C_746892,P_228625,2020-10-25,2020-10-25,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 164 کیلوگرم.,2021-01-18,فنی رد,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000233,C_101842,P_566895,2021-02-04,2021-02-05,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 269 کیلوگرم.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000234,C_412635,P_569202,2021-08-30,2021-08-30,بسته,درخواست «بسته,2021-10-26,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000235,C_412635,P_402763,2021-01-01,2021-01-02,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 464 کیلوگرم.,2021-03-19,درحال توسعه,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000236,C_155990,P_RARE_Product_Family_03,2020-12-02,2020-12-04,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 354 کیلوگرم.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000237,C_672256,P_RARE_Product_Family_03,2020-08-23,2020-08-23,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 377 کیلوگرم.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000238,C_027096,P_RARE_Product_Family_02,2020-07-09,2020-07-11,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 274 کیلوگرم.,2020-09-15,نمونه تأیید,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000239,C_160952,P_RARE_Product_Family_03,2020-04-27,2020-04-27,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 169 کیلوگرم.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000240,C_691869,P_159680,2020-05-16,2020-05-17,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 274 کیلوگرم.,2020-07-06,نمونه تأیید,بررسی فنی ادامه دارد.,تحقیق,PLM_REQUESTS
PDR-000241,C_746892,P_817472,2020-12-22,2020-12-22,تغییر دنیر,درخواست «تغییر دنیر» برای آزمون خط مشتری؛ حجم نمونه 475 کیلوگرم.,2021-01-22,فنی رد,با محدودیت فنی فعلی سازگار نبود.,تحقیق,PLM_REQUESTS
PDR-000242,C_317124,P_RARE_Product_Family_03,2021-10-04,2021-10-04,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 90 کیلوگرم.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000243,C_298468,P_572494,2021-01-07,2021-01-09,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 348 کیلوگرم.,2021-03-19,درحال توسعه,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000244,C_683666,P_016182,2022-04-19,2022-04-19,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 221 کیلوگرم.,2022-06-20,درحال توسعه,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000245,C_566726,P_RARE_Product_Family_05,2021-01-29,2021-01-31,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 189 کیلوگرم.,2021-03-12,فنی رد,نمونه آزمایشی آماده شد.,برنامه,PLM_REQUESTS
PDR-000246,C_180745,P_RARE_Product_Family_04,2021-07-15,2021-07-17,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 289 کیلوگرم.,2021-10-24,نمونه تأیید,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000247,C_258818,P_RARE_Product_Family_03,2021-10-31,2021-11-01,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 469 کیلوگرم.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000248,C_342564,P_RARE_Product_Family_03,2022-06-03,2022-06-05,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 419 کیلوگرم.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000249,C_070220,P_086802,2021-07-12,2021-07-13,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 318 کیلوگرم.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000250,C_853926,P_334309,2022-06-01,2022-06-01,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 250 کیلوگرم.,2022-08-11,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000251,C_113139,P_528372,2020-08-31,2020-09-01,تغییر دنیر,درخواست «تغییر دنیر» برای آزمون خط مشتری؛ حجم نمونه 500 کیلوگرم.,2020-11-30,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000252,C_144468,P_444447,2020-05-11,2020-05-12,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 272 کیلوگرم.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000253,C_431655,P_509864,2022-01-08,2022-01-10,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 416 کیلوگرم.,2022-02-28,نمونه تأیید,نمونه آزمایشی آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000254,C_870695,P_255721,2020-11-01,2020-11-02,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 267 کیلوگرم.,2020-12-31,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000255,C_051706,P_003764,2021-05-07,2021-05-09,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 88 کیلوگرم.,2021-07-26,فنی رد,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000256,C_117580,P_047794,2020-10-02,2020-10-04,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 205 کیلوگرم.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000257,C_063926,P_508986,2020-06-24,2020-06-24,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 192 کیلوگرم.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000258,C_746892,P_061764,2022-03-01,2022-03-02,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 410 کیلوگرم.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000259,C_027096,P_RARE_Product_Family_02,2021-02-14,2021-02-16,تغییر تعداد فیلامنت,درخواست «تغییر تعداد فیلامنت» برای آزمون خط مشتری؛ حجم نمونه 489 کیلوگرم.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000260,C_740903,P_150094,2022-08-25,2022-08-26,بهبود شید رنگ,درخواست «بهبود شید رنگ» برای آزمون خط مشتری؛ حجم نمونه 318 کیلوگرم.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000261,C_884864,P_639788,2021-11-06,2021-11-06,بسته,درخواست «بسته,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000262,C_997228,P_975626,2021-02-09,2021-02-11,کاهش پرز,درخواست «کاهش پرز» برای آزمون خط مشتری؛ حجم نمونه 446 کیلوگرم.,2021-04-17,فنی رد,نمونه آزمایشی آماده شد.,تحقیق,PLM_REQUESTS
PDR-000263,C_672256,P_RARE_Product_Family_03,2020-03-19,2020-03-20,بهبود استحکام,درخواست «بهبود استحکام» برای آزمون خط مشتری؛ حجم نمونه 409 کیلوگرم.,2020-05-05,درحال توسعه,با محدودیت فنی فعلی سازگار نبود.,کنترل کیفیت,PLM_REQUESTS
PDR-000264,C_524968,P_RARE_Product_Family_04,2021-04-05,2021-04-07,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 473 کیلوگرم است.,2021-07-09,درحال توسعه,درخواست با محدودیت فنی فعلی سازگار نبود.,برنامه,PLM_REQUESTS
PDR-000265,C_806376,P_RARE_Product_Family_02,2021-10-27,2021-10-28,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 478 کیلوگرم است.,2022-01-10,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000266,C_150182,P_691393,2020-10-31,2020-10-31,بسته,ابعاد و چیدمان بسته,2020-12-25,فنی رد,درخواست با محدودیت فنی فعلی سازگار نبود.,برنامه,PLM_REQUESTS
PDR-000267,C_937594,P_672380,2021-02-22,2021-02-24,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 238 کیلوگرم است.,2021-03-30,نمونه تأیید,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000268,C_806376,P_RARE_Product_Family_02,2021-10-22,2021-10-22,بسته,ابعاد و چیدمان بسته,2022-01-14,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000269,C_603877,P_RARE_Product_Family_05,2020-05-10,2020-05-12,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 137 کیلوگرم است.,2020-07-13,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000270,C_431655,P_028268,2020-12-18,2020-12-18,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 341 کیلوگرم است.,2021-01-17,نمونه تأیید,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000271,C_683666,P_165831,2022-04-06,2022-04-07,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 203 کیلوگرم است.,2022-05-26,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000272,C_479796,P_186648,2020-11-15,2020-11-17,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 438 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000273,C_117580,P_593409,2020-12-25,2020-12-25,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 215 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000274,C_806376,P_593409,2021-02-23,2021-02-24,بسته,ابعاد و چیدمان بسته,2021-03-14,فنی رد,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000275,C_806376,P_700346,2021-11-07,2021-11-09,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 304 کیلوگرم است.,2021-12-16,نمونه تأیید,درخواست با محدودیت فنی فعلی سازگار نبود.,تحقیق,PLM_REQUESTS
PDR-000276,C_330550,P_RARE_Product_Family_03,2020-05-07,2020-05-07,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 338 کیلوگرم است.,2020-07-04,فنی رد,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000277,C_233299,P_787809,2021-08-31,2021-09-01,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 128 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000278,C_878590,P_RARE_Product_Family_04,2020-05-09,2020-05-11,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 414 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000279,C_683666,P_RARE_Product_Family_01,2022-04-21,2022-04-21,بسته,ابعاد و چیدمان بسته,2022-05-19,نمونه تأیید,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000280,C_746892,P_046254,2020-11-30,2020-12-01,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 174 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000281,C_421536,P_571374,2020-10-08,2020-10-08,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 92 کیلوگرم است.,2020-10-28,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000282,C_265163,P_RARE_Product_Family_05,2021-08-25,2021-08-25,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 285 کیلوگرم است.,2021-11-12,فنی رد,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000283,C_937594,P_983543,2021-03-06,2021-03-08,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000284,C_010649,P_RARE_Product_Family_05,2020-05-22,2020-05-24,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 218 کیلوگرم است.,2020-06-19,فنی رد,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000285,C_848211,P_308873,2022-01-24,2022-01-25,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 316 کیلوگرم است.,2022-05-03,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000286,C_411261,P_635050,2021-01-03,2021-01-04,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 371 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000287,C_117580,P_047794,2020-12-16,2020-12-16,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 390 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000288,C_245948,P_RARE_Product_Family_04,2020-04-28,2020-04-28,بهبود شید رنگ,پایداری شید رنگ در بچ,2020-05-15,فنی رد,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000289,C_258325,P_379855,2020-06-19,2020-06-21,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 404 کیلوگرم است.,2020-09-14,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000290,C_412635,P_989949,2021-04-10,2021-04-12,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 500 کیلوگرم است.,2021-06-03,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000291,C_862106,P_RARE_Product_Family_03,2021-05-27,2021-05-27,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 92 کیلوگرم است.,2021-08-09,درحال توسعه,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000292,C_746892,P_989994,2020-11-05,2020-11-05,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 408 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000293,C_683666,P_165831,2020-05-05,2020-05-06,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 282 کیلوگرم است.,2020-06-08,فنی رد,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000294,C_598080,P_242632,2021-07-06,2021-07-07,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 418 کیلوگرم است.,2021-09-09,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000295,C_421536,P_611392,2020-09-20,2020-09-22,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 339 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000296,C_172705,P_615273,2020-03-15,2020-03-17,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 182 کیلوگرم است.,2020-04-10,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000297,C_812674,P_995713,2021-03-05,2021-03-05,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 317 کیلوگرم است.,2021-04-20,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000298,C_746892,P_228625,2020-06-19,2020-06-19,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 217 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000299,C_119382,P_913911,2020-08-26,2020-08-27,بسته,ابعاد و چیدمان بسته,2020-11-30,فنی رد,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000300,C_806376,P_353119,2021-04-12,2021-04-13,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 126 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
