customer_id,Product_id,complaint_text,severity,created_at,complaint_status,text_resolution
C_806376,P_700346,در همبافت 1340502772 نخ در مصرف صنعتي پارگي داشته و تحمل کشش مورد انتظار را ندارد.,کم,2021-07-29,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340502772 مشخص گردید آسیب فیلامنت پایه یا ستینگ جت. موضوع به سرپرست سالن ATY اعلام و مقرر شد آزمون Tenacity و بازبینی نخ پایه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_023073,P_061764,طبق اعلام مشتري نخ افکت از مغزي جدا مي‌شود و در بافت گير مي‌کند.,کم,2020-08-29,درحال بررسی,
C_144468,P_444447,مشتري اعلام نموده است نخ نسبت به نمونه تاييدشده کم‌حجم و زيردست آن متفاوت است. مشتري عکس ارسال نموده است.,زیاد,2020-03-21,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340602806 مشخص گردید Overfeed کمتر از ستینگ. موضوع به سرپرست سالن ATY اعلام و مقرر شد اصلاح Overfeed و مقایسه با نمونه شاهد. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_746892,P_989994,مشتري اعلام نموده است دانسيته بسته يکنواخت نيست و نخ از کناره بوبين خارج مي‌شود.,متوسط,2021-04-03,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه‌گیری قطعی مقرر گردید دوک نمونه و تصاویر مربوط به همبافت 1340702823 ارسال شود. تا زمان دریافت نمونه و انجام آزمون تکمیلی، موضوع نیازمند بررسی باقی می‌ماند و اصلاح Traverse و کنترل سختی بسته.
C_113139,P_102450,طبق اعلام مشتري در سطح چند بوبين لکه تيره و آلودگي مشاهده شده است. مشتري عکس ارسال نموده است.,متوسط,2020-07-18,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1340702840 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_866894,P_RARE_Product_Family_05,مشتري اعلام نموده است در محصول ملانژ نسبت رنگ و شيد بين بسته‌ها متفاوت است.,زیاد,2021-03-07,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340702857+1340702874 مشخص گردید اختلاف نسبت تغذیه اجزای رنگی. موضوع به سرپرست سالن ATY اعلام و مقرر شد کنترل نسبت Feed و تأیید نمونه اول تولید. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_683666,P_461887,مشتري اعلام نموده است دانسيته بسته يکنواخت نيست و نخ از کناره بوبين خارج مي‌شود. مشتري عکس ارسال نموده است.,کم,2020-10-25,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340702891+1340702908 مشخص گردید Traverse و تنشن نامناسب. موضوع به سرپرست سالن ATY اعلام و مقرر شد اصلاح Traverse و کنترل سختی بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_662193,P_RARE_Product_Family_03,مشتري اعلام نموده است نخ در مصرف صنعتي پارگي داشته و تحمل کشش مورد انتظار را ندارد.,متوسط,2021-05-12,درحال بررسی,
C_113139,P_RARE_Product_Family_03,مشتري اعلام نموده است نخ افکت از مغزي جدا مي‌شود و در بافت گير مي‌کند.,کم,2020-05-27,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1340802942 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_322315,P_RARE_Product_Family_03,بر اساس تصاوير ارسالي مشتري نخ در مصرف صنعتي پارگي داشته و تحمل کشش مورد انتظار را ندارد.,متوسط,2020-05-01,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340802959 مشخص گردید آسیب فیلامنت پایه یا ستینگ جت. موضوع به سرپرست سالن ATY اعلام و مقرر شد آزمون Tenacity و بازبینی نخ پایه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_258325,P_652993,بر اساس تصاوير ارسالي مشتري نخ در مصرف صنعتي پارگي داشته و تحمل کشش مورد انتظار را ندارد.,متوسط,2021-09-24,درحال بررسی,
C_317124,P_RARE_Product_Family_03,طبق اعلام مشتري حلقه‌هاي سطحي نخ يکنواخت نيست و ظاهر پارچه لکه‌اي شده است.,متوسط,2021-09-03,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1341002993 مشخص گردید نوسان فشار هوای جت ATY. موضوع به سرپرست سالن ATY اعلام و مقرر شد کالیبراسیون فشار جت و کنترل Loop Frequency. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_479796,P_334309,مشتري اعلام نموده است نخ افکت از مغزي جدا مي‌شود و در بافت گير مي‌کند. مشتري عکس ارسال نموده است.,کم,2021-09-24,درحال بررسی,
C_051706,P_061764,طبق اعلام مشتري حلقه‌هاي بلند و پرز شديد موجب گيرکردن نخ در گاید شده است. مشتري عکس ارسال نموده است.,کم,2022-03-18,درحال بررسی,
C_126481,P_RARE_Product_Family_03,بر اساس تصاوير ارسالي مشتري حلقه‌هاي سطحي نخ يکنواخت نيست و ظاهر پارچه لکه‌اي شده است. مشتري عکس ارسال نموده است.,متوسط,2020-02-23,درحال بررسی,
C_984759,P_995713,مشتري اعلام نموده است در پالت ارسالي چند بوبين فشرده و لبه بسته آسيب‌ديده است.,زیاد,2020-05-10,درحال بررسی,
C_593639,P_RARE_Product_Family_05,بر اساس تصاوير ارسالي مشتري در پالت ارسالي چند بوبين فشرده و لبه بسته آسيب‌ديده است. مشتري عکس ارسال نموده است.,زیاد,2021-04-11,درحال بررسی,
C_342564,P_RARE_Product_Family_03,طبق اعلام مشتري در محصول ملانژ نسبت رنگ و شيد بين بسته‌ها متفاوت است. مشتري عکس ارسال نموده است.,متوسط,2022-06-27,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1344203129 مشخص گردید اختلاف نسبت تغذیه اجزای رنگی. موضوع به سرپرست سالن ATY اعلام و مقرر شد کنترل نسبت Feed و تأیید نمونه اول تولید. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_015746,P_230552,طبق اعلام مشتري حلقه‌هاي بلند و پرز شديد موجب گيرکردن نخ در گاید شده است.,متوسط,2022-05-09,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1344203146 مشخص گردید فشار یا تغذیه بیش از حد. موضوع به سرپرست سالن ATY اعلام و مقرر شد کاهش Overfeed و تفکیک بوبین‌های حلقه‌بلند. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_258325,P_003764,در همبافت 1344303163 در سطح چند بوبين لکه تيره و آلودگي مشاهده شده است.,متوسط,2021-06-21,درحال بررسی,
C_657627,P_RARE_Product_Family_02,طبق اعلام مشتري نخ نسبت به نمونه تاييدشده کم‌حجم و زيردست آن متفاوت است.,کم,2022-04-04,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه‌گیری قطعی مقرر گردید دوک نمونه و تصاویر مربوط به همبافت 1344303180 ارسال شود. تا زمان دریافت نمونه و انجام آزمون تکمیلی، موضوع نیازمند بررسی باقی می‌ماند و اصلاح Overfeed و مقایسه با نمونه شاهد.
C_421083,P_984332,بر اساس تصاوير ارسالي مشتري در سطح چند بوبين لکه تيره و آلودگي مشاهده شده است.,متوسط,2022-07-13,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1344403197+1344403214 مشخص گردید آلودگی مسیر یا تماس روغن. موضوع به سرپرست سالن ATY اعلام و مقرر شد پاکسازی مسیر و کنترل نظافت پیش از تولید. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_683666,P_RARE_Product_Family_03,در همبافت 1344403231 حلقه‌هاي بلند و پرز شديد موجب گيرکردن نخ در گاید شده است.,متوسط,2020-08-05,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1344403231+1344403248 مشخص گردید فشار یا تغذیه بیش از حد. موضوع به سرپرست سالن ATY اعلام و مقرر شد کاهش Overfeed و تفکیک بوبین‌های حلقه‌بلند. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_862106,P_343377,مشتري اعلام نموده است در سطح چند بوبين لکه تيره و آلودگي مشاهده شده است.,زیاد,2020-08-26,بسته‌شده,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.
C_117580,P_593409,در همبافت 1344503299 در محصول ملانژ نسبت رنگ و شيد بين بسته‌ها متفاوت است.,متوسط,2020-09-21,بسته‌شده,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.
C_385527,P_425142,در همبافت 1350103707 نخ در بازشدن پيچ مي‌خورد و گره‌هاي موضعي باعث توقف مي‌شود.,زیاد,2020-12-25,درحال بررسی,
C_746892,P_836866,بر اساس تصاوير ارسالي مشتري تعداد تاب در طول نخ يکنواخت نيست و ظاهر پارچه تغيير مي‌کند.,زیاد,2022-06-08,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350203724 مشخص گردید نوسان سرعت اسپیندل یا تغذیه. موضوع به سرپرست سالن TFY اعلام و مقرر شد کالیبراسیون اسپیندل و کنترل TPM در چند نقطه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_633661,P_054756,بر اساس تصاوير ارسالي مشتري نوع نخ پايه روي ليبل با محصول داخل بسته همخواني ندارد. مشتري عکس ارسال نموده است.,کم,2020-04-27,درحال بررسی,
C_342564,P_RARE_Product_Family_03,مشتري اعلام نموده است يکي از لاهاي نخ شيد متفاوت دارد و در بافت خط رنگي ايجاد شده است.,متوسط,2020-07-13,درحال بررسی,
C_512037,P_215807,طبق اعلام مشتري در چند بوبين فيلامنت پارگي و پرز سطحي مشاهده شده است.,متوسط,2021-09-18,درحال بررسی,
C_857626,P_RARE_Product_Family_05,در همبافت 1350403792 تعداد تاب در طول نخ يکنواخت نيست و ظاهر پارچه تغيير مي‌کند.,متوسط,2021-08-09,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1350403792 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_739474,P_RARE_Product_Family_05,در همبافت 1350403809 تعداد تاب در طول نخ يکنواخت نيست و ظاهر پارچه تغيير مي‌کند. مشتري عکس ارسال نموده است.,زیاد,2022-05-25,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350403809 مشخص گردید نوسان سرعت اسپیندل یا تغذیه. موضوع به سرپرست سالن TFY اعلام و مقرر شد کالیبراسیون اسپیندل و کنترل TPM در چند نقطه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_980626,P_150094,طبق اعلام مشتري لاهاي نخ هنگام مصرف از هم باز شده و گير ايجاد مي‌کنند.,متوسط,2022-04-06,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350403826 مشخص گردید تاب کمتر از الزام یا اتصال اولیه ضعیف. موضوع به سرپرست سالن TFY اعلام و مقرر شد تنظیم تاب و کنترل اتصال ابتدای بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_468898,P_855952,طبق اعلام مشتري نخ در بازشدن پيچ مي‌خورد و گره‌هاي موضعي باعث توقف مي‌شود.,بحرانی,2021-11-15,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350403843+1350403860 مشخص گردید تنشن نامتعادل تابندگی. موضوع به سرپرست سالن TFY اعلام و مقرر شد بالانس تنشن و کنترل Snarl. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_222193,P_635050,مشتري اعلام نموده است نوع نخ پايه روي ليبل با محصول داخل بسته همخواني ندارد.,کم,2020-12-21,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350403877 مشخص گردید خطای ثبت پایه محصول. موضوع به سرپرست سالن TFY اعلام و مقرر شد اصلاح Master Data و کنترل دو مرحله‌ای لیبل. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_190305,P_RARE_Product_Family_03,طبق اعلام مشتري نخ در بازشدن پيچ مي‌خورد و گره‌هاي موضعي باعث توقف مي‌شود.,کم,2022-07-28,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1350503894+1350503911 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_683666,P_RARE_Product_Family_03,مشتري اعلام نموده است بخشي از بسته‌ها با جهت S به جاي Z تحويل شده است.,متوسط,2022-08-25,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350503928 مشخص گردید اختلاط سفارش در بسته‌بندی. موضوع به سرپرست سالن TFY اعلام و مقرر شد تفکیک S/Z و کنترل بارکد پیش از پالت. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_265163,P_RARE_Product_Family_03,طبق اعلام مشتري يکي از لاهاي نخ شيد متفاوت دارد و در بافت خط رنگي ايجاد شده است.,زیاد,2021-09-04,درحال بررسی,
C_937594,P_983543,بر اساس تصاوير ارسالي مشتري روي ليبل نخ سه‌لا درج شده ولي تعدادي بوبين دو‌لا است.,متوسط,2022-06-04,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350603962 مشخص گردید خطای تغذیه یا لیبل. موضوع به سرپرست سالن TFY اعلام و مقرر شد کنترل سنسور تغذیه و تطبیق تعداد لا با لیبل. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_698497,P_507205,طبق اعلام مشتري لاهاي نخ هنگام مصرف از هم باز شده و گير ايجاد مي‌کنند.,کم,2021-04-24,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1350703979 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_698497,P_631577,طبق اعلام مشتري يکي از لاهاي نخ شيد متفاوت دارد و در بافت خط رنگي ايجاد شده است.,بحرانی,2020-05-16,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1350803996 مشخص گردید اختلاط لات نخ پایه. موضوع به سرپرست سالن TFY اعلام و مقرر شد الزام استفاده از یک لات پایه و کنترل شید اجزا. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_299317,P_850562,بر اساس تصاوير ارسالي مشتري در چند بوبين فيلامنت پارگي و پرز سطحي مشاهده شده است.,کم,2020-10-01,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1350904013 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_376594,P_042769,طبق اعلام مشتري لاهاي نخ هنگام مصرف از هم باز شده و گير ايجاد مي‌کنند.,کم,2021-07-15,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1351004030 مشخص گردید تاب کمتر از الزام یا اتصال اولیه ضعیف. موضوع به سرپرست سالن TFY اعلام و مقرر شد تنظیم تاب و کنترل اتصال ابتدای بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_883391,P_650635,مشتري اعلام نموده است بسته‌ها سفتی متفاوت دارند و در انتهاي دوک بازشدن نخ دشوار است.,متوسط,2020-12-03,بسته‌شده,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.
C_479796,P_975626,مشتري اعلام نموده است در چند بوبين فيلامنت پارگي و پرز سطحي مشاهده شده است.,زیاد,2021-01-28,بسته‌شده,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.
C_172705,P_655926,بر اساس تصاوير ارسالي مشتري بسته‌ها سفتی متفاوت دارند و در انتهاي دوک بازشدن نخ دشوار است.,متوسط,2020-09-01,درحال بررسی,
C_472366,P_RARE_Product_Family_02,بر اساس تصاوير ارسالي مشتري نوع نخ پايه روي ليبل با محصول داخل بسته همخواني ندارد.,متوسط,2022-02-08,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1351204115 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_444616,P_RARE_Product_Family_04,در همبافت 1354104132 بسته‌ها سفتی متفاوت دارند و در انتهاي دوک بازشدن نخ دشوار است.,کم,2020-08-15,بسته‌شده,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.
C_746892,P_661344,بر اساس تصاوير ارسالي مشتري روي ليبل نخ سه‌لا درج شده ولي تعدادي بوبين دو‌لا است.,متوسط,2021-09-11,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1354104149+1354104166 مشخص گردید خطای تغذیه یا لیبل. موضوع به سرپرست سالن TFY اعلام و مقرر شد کنترل سنسور تغذیه و تطبیق تعداد لا با لیبل. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_937594,P_672380,در همبافت 1354104183 لاهاي نخ هنگام مصرف از هم باز شده و گير ايجاد مي‌کنند.,متوسط,2020-10-03,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1354104183 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_401016,P_989949,در همبافت 1354104200 در چند بوبين فيلامنت پارگي و پرز سطحي مشاهده شده است.,کم,2021-06-19,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1354104200 مشخص گردید گاید معیوب یا تنشن بالا. موضوع به سرپرست سالن TFY اعلام و مقرر شد تعویض گاید و کاهش تنشن مسیر. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_731802,P_427325,بر اساس تصاوير ارسالي مشتري لاهاي نخ هنگام مصرف از هم باز شده و گير ايجاد مي‌کنند. مشتري عکس ارسال نموده است.,متوسط,2020-12-31,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه‌گیری قطعی مقرر گردید دوک نمونه و تصاویر مربوط به همبافت 1354204217+1354204234 ارسال شود. تا زمان دریافت نمونه و انجام آزمون تکمیلی، موضوع نیازمند بررسی باقی می‌ماند و تنظیم تاب و کنترل اتصال ابتدای بسته.
C_243568,P_821914,طبق اعلام مشتري نوع نخ پايه روي ليبل با محصول داخل بسته همخواني ندارد. مشتري عکس ارسال نموده است.,متوسط,2022-07-14,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت‌شده برای همبافت 1354204251 در محدوده الزام محصول قرار داشت و مغایرتی که ادعای مشتری را تأیید کند مشاهده نشد. با توجه به شرایط فرایند مصرف مشتری، شکایت پذیرفته نمی‌باشد؛ با این حال مشاوره تنظیمات فرایندی ارائه گردید.
C_745897,P_989994,بر اساس تصاوير ارسالي مشتري بسته‌ها سفتی متفاوت دارند و در انتهاي دوک بازشدن نخ دشوار است. مشتري عکس ارسال نموده است.,کم,2020-10-29,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1354304268+1354304285 مشخص گردید فشار پرشر رول نامتوازن. موضوع به سرپرست سالن TFY اعلام و مقرر شد تنظیم فشار و کنترل دانسیته بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_274912,P_992126,در همبافت 1354404302 در چند بوبين فيلامنت پارگي و پرز سطحي مشاهده شده است.,زیاد,2020-08-20,درحال بررسی,
C_806376,P_RARE_Product_Family_02,مشتري اعلام نموده است لاهاي نخ هنگام مصرف از هم باز شده و گير ايجاد مي‌کنند. مشتري عکس ارسال نموده است.,زیاد,2021-09-20,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1354404319 مشخص گردید تاب کمتر از الزام یا اتصال اولیه ضعیف. موضوع به سرپرست سالن TFY اعلام و مقرر شد تنظیم تاب و کنترل اتصال ابتدای بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_317124,P_RARE_Product_Family_03,بر اساس تصاوير ارسالي مشتري بسته‌ها سفتی متفاوت دارند و در انتهاي دوک بازشدن نخ دشوار است.,متوسط,2022-01-10,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1354404336 مشخص گردید فشار پرشر رول نامتوازن. موضوع به سرپرست سالن TFY اعلام و مقرر شد تنظیم فشار و کنترل دانسیته بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_113139,P_571374,بر اساس تصاوير ارسالي مشتري يکي از لاهاي نخ شيد متفاوت دارد و در بافت خط رنگي ايجاد شده است.,زیاد,2021-07-07,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1354404353 مشخص گردید اختلاط لات نخ پایه. موضوع به سرپرست سالن TFY اعلام و مقرر شد الزام استفاده از یک لات پایه و کنترل شید اجزا. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_519849,P_264883,در همبافت 1354504370 بخشي از بسته‌ها با جهت S به جاي Z تحويل شده است. مشتري عکس ارسال نموده است.,بحرانی,2020-12-09,درحال بررسی,
C_465208,P_047350,طبق اعلام مشتري روي ليبل نخ سه‌لا درج شده ولي تعدادي بوبين دو‌لا است.,متوسط,2021-11-10,درحال بررسی,
C_421536,P_561054,طبق اعلام مشتري نخ در بازشدن پيچ مي‌خورد و گره‌هاي موضعي باعث توقف مي‌شود.,متوسط,2021-06-07,بسته‌شده,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.
C_746892,P_RARE_Product_Family_03,در همبافت 1354504438 لاهاي نخ هنگام مصرف از هم باز شده و گير ايجاد مي‌کنند.,متوسط,2020-03-23,بسته‌شده,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1354504438 مشخص گردید تاب کمتر از الزام یا اتصال اولیه ضعیف. موضوع به سرپرست سالن TFY اعلام و مقرر شد تنظیم تاب و کنترل اتصال ابتدای بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.
C_683666,P_165831,در همبافت 1354504455 يکي از لاهاي نخ شيد متفاوت دارد و در بافت خط رنگي ايجاد شده است.,بحرانی,2021-02-01,بسته‌شده,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.
